name,directory,path,camera,position_vehicle,type,make,model,year,plate,position_plate,char 1,char 2,char 3,char 4,char 5,char 6,char 7
track0051[12].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0051/track0051[12].png,/track0051/track0051[12].png,"['iPhone', '7', 'Plus']","['682', '470', '385', '331']",['car'],['Peugeot'],['206'],['2007'],['AOV-3566'],"['830', '615', '99', '33']","['836', '626', '10', '15']","['848', '626', '11', '15']","['860', '625', '11', '17']","['877', '626', '11', '16']","['889', '627', '11', '15']","['900', '627', '11', '16']","['912', '628', '12', '16']"
track0051[04].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0051/track0051[04].png,/track0051/track0051[04].png,"['iPhone', '7', 'Plus']","['669', '467', '371', '313']",['car'],['Peugeot'],['206'],['2007'],['AOV-3566'],"['812', '606', '95', '31']","['818', '616', '9', '17']","['829', '617', '10', '15']","['841', '616', '9', '17']","['856', '617', '11', '15']","['868', '617', '11', '16']","['879', '618', '10', '15']","['891', '618', '10', '15']"
track0051[24].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0051/track0051[24].png,/track0051/track0051[24].png,"['iPhone', '7', 'Plus']","['710', '464', '407', '351']",['car'],['Peugeot'],['206'],['2007'],['AOV-3566'],"['869', '618', '104', '38']","['875', '630', '11', '18']","['888', '631', '11', '17']","['901', '630', '10', '19']","['919', '632', '11', '17']","['930', '633', '12', '18']","['944', '634', '10', '17']","['956', '635', '11', '17']"
track0051[08].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0051/track0051[08].png,/track0051/track0051[08].png,"['iPhone', '7', 'Plus']","['675', '471', '378', '321']",['car'],['Peugeot'],['206'],['2007'],['AOV-3566'],"['821', '612', '97', '31']","['827', '622', '10', '17']","['838', '623', '11', '15']","['850', '622', '10', '17']","['867', '623', '10', '15']","['879', '623', '10', '16']","['890', '623', '10', '16']","['902', '624', '9', '15']"
track0051[09].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0051/track0051[09].png,/track0051/track0051[09].png,"['iPhone', '7', 'Plus']","['678', '470', '379', '331']",['car'],['Peugeot'],['206'],['2007'],['AOV-3566'],"['823', '612', '97', '32']","['828', '622', '11', '17']","['841', '623', '9', '15']","['852', '622', '10', '17']","['869', '623', '11', '16']","['880', '623', '11', '16']","['892', '623', '11', '17']","['904', '624', '10', '16']"
track0051[25].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0051/track0051[25].png,/track0051/track0051[25].png,"['iPhone', '7', 'Plus']","['712', '464', '410', '357']",['car'],['Peugeot'],['206'],['2007'],['AOV-3566'],"['872', '618', '105', '38']","['878', '629', '11', '18']","['891', '630', '11', '17']","['905', '630', '10', '18']","['922', '632', '11', '17']","['934', '632', '12', '18']","['947', '633', '11', '18']","['960', '634', '11', '18']"
track0051[05].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0051/track0051[05].png,/track0051/track0051[05].png,"['iPhone', '7', 'Plus']","['672', '467', '374', '313']",['car'],['Peugeot'],['206'],['2007'],['AOV-3566'],"['814', '609', '96', '30']","['820', '618', '10', '16']","['831', '619', '10', '14']","['843', '618', '9', '16']","['859', '619', '11', '15']","['871', '619', '10', '15']","['883', '620', '9', '15']","['894', '620', '10', '15']"
track0051[13].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0051/track0051[13].png,/track0051/track0051[13].png,"['iPhone', '7', 'Plus']","['686', '470', '384', '334']",['car'],['Peugeot'],['206'],['2007'],['AOV-3566'],"['833', '617', '99', '32']","['838', '627', '10', '16']","['851', '627', '10', '16']","['863', '627', '10', '16']","['880', '628', '11', '16']","['892', '628', '11', '16']","['903', '629', '11', '16']","['915', '629', '11', '16']"
track0051[29].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0051/track0051[29].png,/track0051/track0051[29].png,"['iPhone', '7', 'Plus']","['720', '458', '417', '366']",['car'],['Peugeot'],['206'],['2007'],['AOV-3566'],"['885', '615', '107', '41']","['891', '628', '11', '17']","['904', '629', '12', '16']","['918', '628', '11', '19']","['936', '630', '12', '17']","['948', '632', '12', '17']","['962', '632', '11', '18']","['975', '634', '11', '17']"
track0051[22].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0051/track0051[22].png,/track0051/track0051[22].png,"['iPhone', '7', 'Plus']","['704', '466', '404', '353']",['car'],['Peugeot'],['206'],['2007'],['AOV-3566'],"['862', '619', '103', '37']","['867', '630', '12', '18']","['881', '631', '10', '16']","['893', '630', '11', '19']","['910', '632', '12', '17']","['922', '633', '12', '17']","['935', '634', '11', '16']","['948', '635', '11', '16']"
track0051[18].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0051/track0051[18].png,/track0051/track0051[18].png,"['iPhone', '7', 'Plus']","['695', '470', '396', '341']",['car'],['Peugeot'],['206'],['2007'],['AOV-3566'],"['849', '617', '101', '36']","['855', '628', '10', '18']","['867', '629', '11', '17']","['880', '629', '10', '18']","['897', '630', '11', '17']","['909', '631', '11', '16']","['921', '632', '11', '16']","['933', '632', '11', '17']"
track0051[14].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0051/track0051[14].png,/track0051/track0051[14].png,"['iPhone', '7', 'Plus']","['687', '471', '388', '334']",['car'],['Peugeot'],['206'],['2007'],['AOV-3566'],"['837', '618', '99', '32']","['842', '627', '10', '17']","['854', '628', '11', '16']","['866', '628', '11', '17']","['884', '629', '10', '16']","['895', '629', '11', '17']","['907', '630', '11', '16']","['919', '630', '10', '16']"
track0051[02].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0051/track0051[02].png,/track0051/track0051[02].png,"['iPhone', '7', 'Plus']","['666', '467', '370', '315']",['car'],['Peugeot'],['206'],['2007'],['AOV-3566'],"['809', '605', '93', '31']","['813', '615', '10', '15']","['825', '615', '10', '15']","['836', '615', '10', '16']","['853', '616', '10', '15']","['864', '616', '10', '15']","['875', '617', '10', '14']","['887', '616', '9', '15']"
track0051[03].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0051/track0051[03].png,/track0051/track0051[03].png,"['iPhone', '7', 'Plus']","['668', '467', '370', '313']",['car'],['Peugeot'],['206'],['2007'],['AOV-3566'],"['810', '606', '94', '31']","['815', '615', '10', '16']","['826', '616', '10', '15']","['838', '616', '9', '16']","['854', '616', '11', '16']","['866', '617', '10', '15']","['877', '618', '10', '15']","['888', '618', '10', '15']"
track0051[15].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0051/track0051[15].png,/track0051/track0051[15].png,"['iPhone', '7', 'Plus']","['688', '470', '390', '337']",['car'],['Peugeot'],['206'],['2007'],['AOV-3566'],"['839', '617', '100', '34']","['844', '627', '11', '17']","['857', '627', '11', '18']","['869', '628', '11', '17']","['887', '629', '10', '16']","['898', '629', '11', '16']","['910', '630', '11', '16']","['922', '630', '11', '16']"
track0051[19].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0051/track0051[19].png,/track0051/track0051[19].png,"['iPhone', '7', 'Plus']","['699', '467', '396', '350']",['car'],['Peugeot'],['206'],['2007'],['AOV-3566'],"['852', '618', '102', '36']","['858', '629', '10', '17']","['870', '630', '11', '16']","['883', '630', '10', '17']","['900', '631', '11', '17']","['912', '632', '11', '16']","['924', '632', '12', '17']","['936', '633', '11', '16']"
track0051[23].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0051/track0051[23].png,/track0051/track0051[23].png,"['iPhone', '7', 'Plus']","['707', '464', '404', '356']",['car'],['Peugeot'],['206'],['2007'],['AOV-3566'],"['865', '619', '104', '37']","['871', '631', '11', '16']","['884', '631', '11', '17']","['896', '631', '11', '18']","['914', '632', '12', '18']","['926', '632', '12', '18']","['939', '634', '11', '17']","['951', '635', '12', '17']"
track0056[08].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0056/track0056[08].png,/track0056/track0056[08].png,"['iPhone', '7', 'Plus']","['704', '0', '676', '568']",['car'],['Mercedes-Benz'],"['OF-1722M', 'Neobus']",['2010'],['ATH-2468'],"['985', '383', '112', '33']","['992', '394', '12', '16']","['1005', '394', '13', '16']","['1018', '395', '13', '16']","['1038', '396', '13', '16']","['1051', '397', '13', '16']","['1064', '398', '13', '15']","['1077', '398', '13', '15']"
track0056[24].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0056/track0056[24].png,/track0056/track0056[24].png,"['iPhone', '7', 'Plus']","['657', '0', '668', '567']",['car'],['Mercedes-Benz'],"['OF-1722M', 'Neobus']",['2010'],['ATH-2468'],"['938', '387', '111', '33']","['945', '398', '12', '16']","['958', '399', '13', '16']","['971', '400', '12', '16']","['990', '401', '13', '16']","['1003', '401', '13', '15']","['1016', '402', '14', '14']","['1030', '402', '12', '15']"
track0056[04].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0056/track0056[04].png,/track0056/track0056[04].png,"['iPhone', '7', 'Plus']","['708', '0', '678', '571']",['car'],['Mercedes-Benz'],"['OF-1722M', 'Neobus']",['2010'],['ATH-2468'],"['989', '387', '113', '34']","['996', '398', '13', '16']","['1010', '399', '12', '16']","['1023', '399', '12', '17']","['1042', '401', '13', '16']","['1055', '401', '13', '16']","['1068', '402', '14', '15']","['1082', '402', '13', '16']"
track0056[12].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0056/track0056[12].png,/track0056/track0056[12].png,"['iPhone', '7', 'Plus']","['696', '0', '676', '569']",['car'],['Mercedes-Benz'],"['OF-1722M', 'Neobus']",['2010'],['ATH-2468'],"['977', '385', '113', '34']","['984', '396', '12', '15']","['997', '396', '13', '16']","['1010', '397', '13', '16']","['1030', '398', '13', '16']","['1043', '399', '13', '15']","['1056', '399', '13', '16']","['1070', '400', '12', '15']"
track0056[28].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0056/track0056[28].png,/track0056/track0056[28].png,"['iPhone', '7', 'Plus']","['645', '0', '669', '571']",['car'],['Mercedes-Benz'],"['OF-1722M', 'Neobus']",['2010'],['ATH-2468'],"['927', '391', '111', '33']","['934', '402', '12', '16']","['947', '403', '13', '16']","['960', '404', '13', '15']","['980', '405', '12', '15']","['993', '405', '12', '15']","['1006', '405', '13', '16']","['1019', '406', '13', '15']"
track0056[29].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0056/track0056[29].png,/track0056/track0056[29].png,"['iPhone', '7', 'Plus']","['645', '0', '665', '571']",['car'],['Mercedes-Benz'],"['OF-1722M', 'Neobus']",['2010'],['ATH-2468'],"['926', '394', '109', '32']","['932', '405', '12', '16']","['945', '405', '13', '16']","['958', '406', '13', '16']","['977', '407', '14', '16']","['991', '407', '12', '16']","['1003', '408', '14', '15']","['1017', '408', '12', '15']"
track0056[13].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0056/track0056[13].png,/track0056/track0056[13].png,"['iPhone', '7', 'Plus']","['693', '0', '674', '571']",['car'],['Mercedes-Benz'],"['OF-1722M', 'Neobus']",['2010'],['ATH-2468'],"['974', '388', '112', '34']","['981', '399', '12', '16']","['995', '400', '12', '15']","['1007', '401', '13', '15']","['1027', '402', '12', '15']","['1040', '402', '12', '16']","['1053', '403', '13', '15']","['1066', '403', '13', '15']"
track0056[05].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0056/track0056[05].png,/track0056/track0056[05].png,"['iPhone', '7', 'Plus']","['706', '0', '681', '571']",['car'],['Mercedes-Benz'],"['OF-1722M', 'Neobus']",['2010'],['ATH-2468'],"['989', '383', '113', '34']","['996', '394', '13', '16']","['1010', '395', '12', '16']","['1022', '395', '14', '17']","['1042', '397', '13', '16']","['1055', '397', '14', '16']","['1069', '398', '13', '15']","['1082', '398', '13', '15']"
track0056[25].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0056/track0056[25].png,/track0056/track0056[25].png,"['iPhone', '7', 'Plus']","['652', '0', '671', '568']",['car'],['Mercedes-Benz'],"['OF-1722M', 'Neobus']",['2010'],['ATH-2468'],"['936', '387', '110', '33']","['942', '399', '12', '15']","['955', '399', '13', '16']","['968', '400', '13', '16']","['988', '402', '12', '15']","['1001', '401', '12', '16']","['1014', '402', '12', '15']","['1027', '402', '13', '15']"
track0056[09].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0056/track0056[09].png,/track0056/track0056[09].png,"['iPhone', '7', 'Plus']","['701', '0', '676', '568']",['car'],['Mercedes-Benz'],"['OF-1722M', 'Neobus']",['2010'],['ATH-2468'],"['984', '383', '112', '33']","['991', '393', '12', '17']","['1004', '394', '13', '16']","['1017', '395', '13', '16']","['1036', '396', '14', '16']","['1050', '397', '12', '15']","['1063', '398', '13', '15']","['1077', '398', '12', '15']"
track0056[02].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0056/track0056[02].png,/track0056/track0056[02].png,"['iPhone', '7', 'Plus']","['711', '0', '679', '580']",['car'],['Mercedes-Benz'],"['OF-1722M', 'Neobus']",['2010'],['ATH-2468'],"['992', '393', '112', '34']","['999', '404', '12', '16']","['1012', '405', '13', '16']","['1025', '405', '13', '17']","['1045', '407', '13', '16']","['1058', '407', '13', '16']","['1072', '408', '12', '15']","['1085', '409', '13', '14']"
track0056[14].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0056/track0056[14].png,/track0056/track0056[14].png,"['iPhone', '7', 'Plus']","['691', '0', '674', '571']",['car'],['Mercedes-Benz'],"['OF-1722M', 'Neobus']",['2010'],['ATH-2468'],"['972', '387', '111', '33']","['978', '397', '13', '17']","['992', '398', '13', '16']","['1005', '399', '13', '16']","['1024', '400', '13', '16']","['1037', '400', '13', '17']","['1051', '401', '13', '16']","['1064', '402', '13', '15']"
track0056[18].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0056/track0056[18].png,/track0056/track0056[18].png,"['iPhone', '7', 'Plus']","['674', '0', '674', '575']",['car'],['Mercedes-Benz'],"['OF-1722M', 'Neobus']",['2010'],['ATH-2468'],"['958', '390', '110', '34']","['964', '401', '12', '16']","['977', '402', '13', '16']","['990', '403', '13', '16']","['1010', '403', '13', '17']","['1023', '404', '12', '16']","['1036', '405', '13', '15']","['1049', '406', '13', '14']"
track0056[22].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0056/track0056[22].png,/track0056/track0056[22].png,"['iPhone', '7', 'Plus']","['662', '0', '671', '570']",['car'],['Mercedes-Benz'],"['OF-1722M', 'Neobus']",['2010'],['ATH-2468'],"['943', '387', '110', '33']","['949', '398', '13', '17']","['963', '399', '13', '16']","['976', '400', '13', '16']","['995', '401', '13', '16']","['1008', '401', '13', '16']","['1022', '402', '12', '15']","['1035', '403', '12', '14']"
track0056[23].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0056/track0056[23].png,/track0056/track0056[23].png,"['iPhone', '7', 'Plus']","['661', '0', '668', '566']",['car'],['Mercedes-Benz'],"['OF-1722M', 'Neobus']",['2010'],['ATH-2468'],"['940', '386', '111', '34']","['947', '397', '12', '17']","['961', '398', '12', '16']","['973', '399', '13', '16']","['992', '400', '14', '16']","['1006', '400', '12', '16']","['1019', '401', '13', '15']","['1032', '402', '13', '14']"
track0056[19].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0056/track0056[19].png,/track0056/track0056[19].png,"['iPhone', '7', 'Plus']","['673', '0', '671', '571']",['car'],['Mercedes-Benz'],"['OF-1722M', 'Neobus']",['2010'],['ATH-2468'],"['954', '389', '111', '33']","['960', '399', '12', '16']","['973', '400', '14', '16']","['987', '401', '12', '16']","['1006', '402', '13', '16']","['1019', '402', '13', '16']","['1032', '403', '14', '15']","['1046', '404', '12', '14']"
track0056[15].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0056/track0056[15].png,/track0056/track0056[15].png,"['iPhone', '7', 'Plus']","['686', '0', '674', '573']",['car'],['Mercedes-Benz'],"['OF-1722M', 'Neobus']",['2010'],['ATH-2468'],"['968', '390', '111', '33']","['974', '400', '13', '17']","['987', '401', '14', '16']","['1001', '402', '13', '16']","['1020', '403', '13', '16']","['1033', '404', '13', '15']","['1047', '404', '12', '16']","['1060', '405', '12', '15']"
track0056[03].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0056/track0056[03].png,/track0056/track0056[03].png,"['iPhone', '7', 'Plus']","['708', '0', '681', '574']",['car'],['Mercedes-Benz'],"['OF-1722M', 'Neobus']",['2010'],['ATH-2468'],"['991', '389', '113', '34']","['998', '400', '12', '16']","['1011', '400', '13', '17']","['1024', '401', '13', '16']","['1044', '403', '13', '15']","['1057', '403', '13', '15']","['1071', '404', '13', '15']","['1084', '404', '12', '15']"
track0056[16].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0056/track0056[16].png,/track0056/track0056[16].png,"['iPhone', '7', 'Plus']","['683', '0', '673', '573']",['car'],['Mercedes-Benz'],"['OF-1722M', 'Neobus']",['2010'],['ATH-2468'],"['964', '390', '111', '33']","['970', '401', '13', '16']","['984', '401', '13', '16']","['997', '402', '12', '16']","['1016', '403', '13', '16']","['1029', '404', '13', '15']","['1042', '404', '13', '16']","['1056', '405', '12', '15']"
track0056[20].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0056/track0056[20].png,/track0056/track0056[20].png,"['iPhone', '7', 'Plus']","['669', '0', '673', '571']",['car'],['Mercedes-Benz'],"['OF-1722M', 'Neobus']",['2010'],['ATH-2468'],"['951', '388', '110', '34']","['957', '400', '12', '16']","['970', '400', '13', '16']","['983', '401', '13', '16']","['1003', '402', '12', '16']","['1016', '403', '12', '15']","['1029', '403', '12', '15']","['1042', '404', '13', '15']"
track0056[21].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0056/track0056[21].png,/track0056/track0056[21].png,"['iPhone', '7', 'Plus']","['664', '0', '671', '570']",['car'],['Mercedes-Benz'],"['OF-1722M', 'Neobus']",['2010'],['ATH-2468'],"['947', '386', '110', '34']","['953', '398', '12', '16']","['966', '399', '14', '15']","['980', '399', '12', '16']","['999', '400', '13', '16']","['1012', '400', '12', '16']","['1025', '401', '14', '16']","['1039', '402', '12', '15']"
